CustomerID,Frequency,TotalSpent,AvgOrderValue,TotalQuantity,NumSessions,Recency,Cluster
13731,38,610.59,16.068157894736842,278,2,218,0
13732,33,491.86,14.904848484848486,498,1,27,0
13735,196,2885.2400000000002,14.72061224489796,1130,4,24,0
13736,191,731.9,3.831937172774869,497,2,4,0
13737,30,339.59999999999997,11.319999999999999,125,1,199,0
13739,3,216.9,72.3,54,1,17,0
13740,23,350.75,15.25,425,1,240,0
13741,34,668.4300000000001,19.65970588235294,218,3,71,0
13742,321,3131.02,9.753956386292835,1124,12,16,0
13743,41,1341.6,32.72195121951219,1776,7,2,0
13744,72,1156.36,16.060555555555553,1249,2,94,0
13745,25,300.04,12.001600000000002,496,1,161,0
13748,27,744.25,27.564814814814813,359,4,95,0
13750,21,752.3000000000001,35.82380952380953,252,3,53,0
13751,9,296.25,32.916666666666664,152,1,287,0
13752,76,1186.28,15.608947368421052,876,6,123,0
13753,35,741.26,21.178857142857144,512,1,287,0
13754,12,282.59999999999997,23.549999999999997,214,2,151,0
13755,342,2161.35,6.319736842105263,1264,9,3,0
13756,140,4619.52,32.99657142857143,2876,14,1,0
13758,117,3190.55,27.26965811965812,1844,7,11,0
13759,25,659.4100000000001,26.376400000000004,287,2,32,0
13760,57,286.79,5.03140350877193,197,2,53,0
13761,70,1070.65,15.295000000000002,642,2,49,0
13762,7,306.72,43.81714285714286,272,1,218,0
13763,15,1714.96,114.33066666666667,728,1,62,0
13764,208,1521.76,7.3161538461538465,932,3,70,0
13767,363,15389.960000000001,42.39658402203857,6298,37,1,0
13769,135,2796.51,20.71488888888889,1163,10,1,0
13771,119,2634.45,22.138235294117646,1477,4,63,0
13772,177,1132.13,6.396214689265538,546,3,33,0
13774,22,345.0,15.681818181818182,192,1,81,0
13777,164,11232.01,68.48786585365853,6488,29,0,0
13778,9,178.7,19.855555555555554,70,1,102,0
13780,57,360.01,6.315964912280702,318,2,6,0
13781,17,127.84,7.5200000000000005,30,1,250,0
13782,115,912.0,7.930434782608696,371,6,12,0
13784,31,2462.79,79.44483870967741,2493,11,9,0
13786,7,230.39999999999998,32.91428571428571,136,1,366,0
13787,31,309.04,9.969032258064518,337,2,75,0
13790,45,348.8,7.751111111111111,748,1,3,0
13791,10,1226.0,122.6,1000,2,127,0
13792,13,195.55,15.042307692307693,92,2,65,0
13798,323,30243.43,93.63291021671827,21182,55,0,0
13799,39,688.86,17.663076923076922,402,2,116,0
13800,33,558.32,16.91878787878788,331,1,309,0
13801,23,324.8,14.121739130434783,168,1,66,0
13802,57,3782.42,66.35824561403508,2072,3,138,0
13803,17,277.07,16.298235294117646,121,1,254,0
13804,137,2635.79,19.23934306569343,1498,7,30,0
13805,13,924.6,71.12307692307692,1900,2,51,0
13806,10,256.38,25.637999999999998,56,1,63,0
13807,7,112.6,16.085714285714285,36,1,366,0
13808,76,1747.66,22.995526315789476,782,5,5,0
13809,12,155.05,12.920833333333334,29,1,304,0
13810,34,899.51,26.456176470588236,311,2,28,0
13811,12,591.75,49.3125,67,2,183,0
13812,36,539.0,14.972222222222221,333,3,41,0
13813,69,1366.8600000000001,19.809565217391306,552,4,39,0
13814,57,1579.12,27.703859649122805,864,2,91,0
13815,176,4027.36,22.882727272727273,2560,4,21,0
13816,28,571.6700000000001,20.416785714285716,269,2,23,0
13817,24,382.98,15.957500000000001,211,2,28,0
13819,36,1140.35,31.676388888888887,1109,3,301,0
13821,59,385.64,6.536271186440678,153,2,144,0
13822,96,632.0,6.583333333333333,611,2,5,0
13823,40,957.66,23.941499999999998,439,2,18,0
13824,45,1491.44,33.14311111111111,718,5,32,0
13826,10,189.5,18.95,82,1,175,0
13827,93,412.05,4.430645161290323,141,3,57,0
13828,15,209.49,13.966000000000001,311,1,21,0
13831,73,1876.59,25.70671232876712,617,6,15,0
13832,3,52.199999999999996,17.4,28,1,18,0
13833,29,384.8,13.26896551724138,118,1,158,0
13835,55,834.57,15.174000000000001,442,4,24,0
13837,19,271.24,14.275789473684211,183,2,211,0
13838,174,691.73,3.975459770114943,263,4,5,0
13842,206,3385.62,16.43504854368932,1768,9,58,0
13844,20,361.62,18.081,196,1,10,0
13845,9,312.98,34.775555555555556,182,1,64,0
13846,55,865.0600000000001,15.728363636363637,388,3,24,0
13848,2,135.0,67.5,200,1,297,0
13849,101,1537.95,15.227227722772279,1016,2,51,0
13850,93,1595.48,17.155698924731183,944,1,128,0
13851,80,1763.46,22.04325,1225,3,95,0
13853,23,1090.14,47.39739130434783,312,1,56,0
13854,104,6690.32,64.33,2040,24,8,0
13856,14,388.5,27.75,494,3,168,0
13858,11,216.17,19.651818181818182,75,1,56,0
13859,28,201.16,7.184285714285714,129,1,325,0
13860,76,1245.9,16.39342105263158,591,5,0,0
13862,139,2209.36,15.894676258992806,1688,8,17,0
13863,20,305.78,15.288999999999998,224,1,247,0
13865,30,501.56,16.718666666666667,204,4,57,0
13866,7,145.67000000000002,20.810000000000002,57,1,73,0
13867,61,1015.29,16.644098360655736,513,3,30,0
13868,32,507.54,15.860625,464,1,38,0
13869,307,3104.95,10.11384364820847,1721,4,122,0
13870,112,2155.44,19.245,1115,8,1,0
13871,336,6403.25,19.057291666666668,2806,13,22,0
13873,23,389.6,16.93913043478261,140,3,119,0
13874,18,540.45,30.025000000000002,180,1,357,0
13875,104,1786.79,17.180673076923078,1316,5,53,0
13876,7,122.7,17.52857142857143,36,1,63,0
13877,3,117.24,39.08,108,1,85,0
13878,36,1281.53,35.598055555555554,475,1,54,0
13880,165,3219.77,19.513757575757577,1842,13,20,0
13881,156,10823.02,69.37833333333333,6904,19,3,0
13882,65,1191.13,18.325076923076924,953,5,2,0
13883,142,2674.48,18.834366197183098,1436,5,10,0
13884,59,787.6,13.349152542372881,300,5,6,0
13885,28,506.8,18.1,182,2,188,0
13886,16,243.56,15.2225,126,1,70,0
13887,19,349.55,18.397368421052633,147,1,203,0
13888,40,605.63,15.14075,258,2,119,0
13889,15,416.90000000000003,27.793333333333337,146,1,92,0
13890,110,1883.8100000000002,17.125545454545456,831,10,0,0
13892,27,632.97,23.443333333333335,983,4,26,0
13893,20,515.1,25.755000000000003,154,1,297,0
13894,27,564.62,20.911851851851853,354,3,23,0
13895,118,2593.07,21.975169491525424,1365,4,27,0
13897,17,311.16,18.303529411764707,200,1,49,0
13898,12,155.93,12.994166666666667,133,1,325,0
13899,19,388.52,20.448421052631577,156,2,15,0
13900,43,740.95,17.23139534883721,430,3,182,0
13901,149,2867.2,19.242953020134227,1739,5,71,0
13904,26,332.64,12.793846153846154,332,2,36,0
13908,122,2369.55,19.42254098360656,1478,4,79,0
13911,148,2580.91,17.43858108108108,2731,9,56,0
13914,33,626.45,18.983333333333334,380,2,11,0
13917,18,272.04,15.113333333333335,228,2,49,0
13918,29,958.44,33.04965517241379,900,2,49,0
13919,28,384.81,13.743214285714286,474,2,58,0
13922,7,172.25,24.607142857142858,93,1,351,0
13923,20,351.13,17.5565,185,1,53,0
13924,117,1838.8500000000001,15.716666666666669,1575,6,1,0
13925,41,678.25,16.54268292682927,331,4,92,0
13926,11,223.85000000000002,20.35,104,1,22,0
13927,21,348.99,16.61857142857143,214,1,74,0
13928,27,464.57,17.206296296296298,129,4,10,0
13929,8,444.65,55.58125,103,2,168,0
13930,17,337.34,19.843529411764706,274,2,57,0
13931,57,982.53,17.237368421052633,695,2,95,0
13932,16,307.4,19.2125,72,1,294,0
13933,23,608.7900000000001,26.469130434782613,205,2,108,0
13934,31,922.1,29.74516129032258,390,1,263,0
13936,26,376.58,14.483846153846153,330,1,179,0
13937,9,158.85,17.65,123,1,168,0
13938,7,71.66,10.237142857142857,70,1,34,0
13939,45,568.55,12.634444444444444,847,3,22,0
13940,49,839.14,17.12530612244898,516,4,16,0
13941,37,2957.52,79.93297297297298,1584,5,21,0
13946,11,561.5699999999999,51.05181818181818,443,3,78,0
13947,5,90.6,18.119999999999997,44,1,64,0
13948,3,102.0,34.0,40,1,360,0
13949,160,2427.32,15.170750000000002,2474,6,2,0
13950,35,745.06,21.28742857142857,323,4,10,0
13951,39,674.45,17.293589743589745,459,3,175,0
13952,137,3251.071,23.730445255474454,1431,2,217,0
13953,13,265.68,20.436923076923076,124,2,6,0
13954,25,439.92,17.5968,150,2,1,0
13955,33,322.96,9.786666666666665,154,2,153,0
13956,152,1026.42,6.752763157894737,491,5,4,0
13959,92,598.2,6.502173913043479,357,3,78,0
13960,12,230.22,19.185,142,2,20,0
13962,11,169.55,15.413636363636364,87,2,21,0
13963,35,664.54,18.986857142857144,460,4,307,0
13967,2,80.7,40.35,42,1,145,0
13969,624,8638.94,13.844455128205128,4442,18,6,0
13971,149,2758.26,18.511812080536913,1844,8,18,0
13972,15,190.25,12.683333333333334,187,2,70,0
13973,11,264.7,24.063636363636363,109,1,286,0
13974,28,413.59000000000003,14.77107142857143,249,1,48,0
13975,338,2526.28,7.474201183431953,1732,6,30,0
13976,10,357.98,35.798,154,1,206,0
13978,15,196.79000000000002,13.119333333333335,315,2,14,0
13979,54,869.87,16.108703703703704,639,1,72,0
13980,11,200.14,18.19454545454545,172,1,59,0
13982,111,1871.81,16.863153153153153,1136,4,38,0
13983,104,1733.43,16.667596153846155,1177,10,29,0
13984,15,488.03,32.535333333333334,271,4,26,0
13985,349,7060.13,20.229598853868197,3445,15,3,0
13986,13,320.46,24.650769230769228,430,1,16,0
13988,234,4147.96,17.726324786324785,3044,6,19,0
13989,41,1266.08,30.88,1313,2,65,0
13990,16,311.3,19.45625,190,1,212,0
13991,84,855.97,10.190119047619048,998,6,11,0
13992,5,76.8,15.36,64,1,29,0
13993,120,3262.36,27.186333333333334,852,9,42,0
13994,155,2313.14,14.923483870967742,940,6,3,0
13995,86,1393.69,16.205697674418605,879,5,14,0
13999,208,3901.81,18.758701923076924,2243,12,9,0
14000,15,635.66,42.37733333333333,710,1,210,0
14001,39,2043.0800000000002,52.38666666666667,962,3,45,0
14002,47,529.73,11.270851063829788,877,2,133,0
14004,171,4582.64,26.799064327485382,2668,7,42,0
14005,84,2874.72,34.22285714285714,2478,5,9,0
14006,30,962.19,32.073,641,3,115,0
14009,42,695.61,16.562142857142856,365,2,197,0
14012,11,328.8,29.89090909090909,160,1,277,0
14013,34,473.02,13.91235294117647,462,3,109,0
14014,39,505.18,12.953333333333333,1076,1,76,0
14015,20,917.34,45.867000000000004,378,1,52,0
14016,160,4133.71,25.8356875,2075,4,161,0
14019,66,1421.61,21.539545454545454,1037,3,46,0
14020,39,642.8,16.48205128205128,441,2,16,0
14021,22,631.9,28.722727272727273,192,3,154,0
14022,28,440.0,15.714285714285714,487,1,224,0
14023,31,584.07,18.840967741935486,345,2,6,0
14024,16,327.7,20.48125,150,2,121,0
14027,6,104.82,17.47,62,1,60,0
14029,15,467.66,31.177333333333333,198,2,62,0
14030,242,2070.09,8.55409090909091,1477,8,17,0
14031,240,12308.300000000001,51.28458333333334,4494,17,6,0
14032,143,2975.59,20.80832167832168,2032,11,1,0
14034,89,651.8199999999999,7.323820224719101,423,3,21,0
14035,66,1428.02,21.636666666666667,739,5,28,0
14036,38,626.65,16.49078947368421,268,1,284,0
14037,28,147.20000000000002,5.257142857142858,46,2,175,0
14038,92,1560.38,16.960652173913044,965,3,77,0
14039,6,152.2,25.366666666666664,92,1,32,0
14040,235,3614.92,15.38263829787234,1554,12,40,0
14041,21,141.41,6.733809523809524,94,1,265,0
14044,209,652.82,3.1235406698564594,308,4,26,0
14046,14,154.99,11.070714285714287,460,1,283,0
14047,32,1308.6100000000001,40.894062500000004,381,5,8,0
14048,85,409.93,4.822705882352941,288,1,304,0
14049,488,5681.72,11.642868852459017,3870,4,16,0
14050,54,746.36,13.821481481481483,689,2,31,0
14051,199,12917.59,64.91251256281407,3334,23,0,0
14052,56,225.36,4.024285714285715,89,1,19,0
14053,4,260.25,65.0625,215,2,123,0
14054,6,92.46,15.409999999999998,62,1,64,0
14055,9,310.64,34.51555555555555,116,1,105,0
14056,1106,8214.65,7.427350813743218,4273,23,0,0
14057,283,5831.32,20.605371024734982,4660,16,23,0
14059,8,183.6,22.95,128,1,266,0
14060,201,5888.42,29.295621890547263,5266,19,4,0
14062,101,7188.85,71.17673267326732,4957,10,9,0
14064,79,1042.7,13.19873417721519,924,5,28,0
14066,7,152.55,21.792857142857144,45,1,266,0
14067,52,374.7,7.2057692307692305,361,2,63,0
14068,24,265.85,11.077083333333334,73,1,319,0
14071,324,1438.82,4.440802469135802,995,8,3,0
14073,13,151.04,11.618461538461538,130,1,31,0
14075,43,942.26,21.913023255813954,754,3,4,0
14076,46,122.47,2.662391304347826,81,1,128,0
14077,42,499.41999999999996,11.89095238095238,268,5,40,0
14078,65,1049.37,16.144153846153845,310,6,101,0
14079,12,375.1,31.258333333333336,301,1,124,0
14080,4,45.599999999999994,11.399999999999999,48,1,32,0
14081,153,934.52,6.10797385620915,596,2,301,0
14082,29,182.25,6.2844827586206895,110,1,364,0
14083,181,1018.43,5.626685082872928,732,9,3,0
14085,450,4448.54,9.885644444444445,3184,18,1,0
14087,69,194.42,2.8176811594202897,251,1,2,0
14088,553,40514.79,73.26363471971067,11191,13,9,0
14089,14,161.0,11.5,134,1,56,0
14092,214,4076.91,19.050981308411213,2066,14,7,0
14093,105,442.85,4.217619047619048,406,1,11,0
14096,5094,52255.299999999996,10.258205732234,16005,17,3,1
14098,21,147.35,7.016666666666667,104,1,36,0
14099,250,3104.17,12.41668,2179,11,15,0
14100,26,194.9,7.496153846153846,64,1,137,0
14101,22,1846.03,83.91045454545454,2114,6,73,0
14102,79,1360.28,17.21873417721519,961,5,4,0
14104,21,216.20999999999998,10.295714285714284,72,2,154,0
14105,74,1266.23,17.111216216216217,800,1,238,0
14107,123,2703.23,21.977479674796747,1793,7,51,0
14108,34,597.91,17.585588235294118,381,2,30,0
14109,9,144.2,16.022222222222222,88,1,72,0
14110,152,4706.83,30.965986842105263,2157,10,36,0
14111,10,692.85,69.285,458,4,13,0
14112,160,2915.15,18.2196875,1651,7,22,0
14113,31,922.4200000000001,29.755483870967744,529,4,3,0
14114,15,386.53,25.768666666666665,101,2,273,0
14116,72,1382.74,19.204722222222223,707,5,19,0
14117,3,90.0,30.0,72,1,143,0
14121,159,2780.15,17.485220125786164,2082,4,3,0
14124,5,419.58000000000004,83.91600000000001,1618,1,83,0
14125,167,2740.43,16.409760479041914,1640,3,10,0
14126,14,400.85,28.63214285714286,220,3,7,0
14127,44,709.71,16.129772727272726,321,3,122,0
14128,46,637.5,13.858695652173912,564,2,60,0
14129,52,1123.8600000000001,21.61269230769231,592,5,1,0
14130,67,483.86,7.221791044776119,258,1,318,0
14132,200,3586.0299999999997,17.930149999999998,3368,11,1,0
14133,28,605.64,21.63,348,3,129,0
14135,133,4452.71,33.47902255639098,3802,15,1,0
14138,47,982.3800000000001,20.901702127659576,610,2,1,0
14139,26,415.82,15.993076923076924,510,1,45,0
14140,66,935.05,14.167424242424241,811,2,3,0
14141,40,915.13,22.87825,355,4,2,0
14142,22,311.81,14.173181818181819,313,1,372,0
14143,7,115.8,16.54285714285714,30,1,133,0
14146,210,4191.0,19.957142857142856,2437,5,8,0
14147,4,279.4,69.85,84,2,77,0
14148,3,157.2,52.4,16,1,233,0
14149,28,446.62,15.950714285714286,218,1,220,0
14150,26,658.64,25.33230769230769,496,2,35,0
14152,49,621.29,12.67938775510204,711,2,74,0
14154,52,1345.62,25.87730769230769,465,2,238,0
14155,6,118.75,19.791666666666668,25,1,265,0
14156,1246,52851.02,42.416548956661316,33822,53,9,1
14157,48,432.88,9.018333333333333,284,2,19,0
14158,41,507.66,12.381951219512196,781,1,39,0
14159,1204,4693.01,3.8978488372093025,4408,11,19,0
14161,108,1110.52,10.282592592592593,455,3,215,0
14162,25,289.36,11.5744,142,2,173,0
14163,51,2148.91,42.13549019607843,833,4,86,0
14164,28,1273.77,45.49178571428571,833,1,80,0
14165,25,122.53999999999999,4.901599999999999,54,1,275,0
14167,52,574.84,11.054615384615385,150,4,38,0
14171,58,363.79,6.272241379310345,167,1,97,0
14173,29,450.84,15.546206896551723,150,4,10,0
14174,26,134.46,5.171538461538462,94,1,32,0
14175,149,3222.3,21.626174496644296,1515,3,59,0
14176,31,576.9000000000001,18.609677419354842,209,4,296,0
14177,42,559.41,13.319285714285714,205,4,85,0
14178,327,1620.93,4.9569724770642205,1505,7,8,0
14179,165,719.78,4.36230303030303,330,2,40,0
14180,240,4748.52,19.785500000000003,719,25,10,0
14184,24,452.89,18.870416666666667,127,1,66,0
14185,3,197.65,65.88333333333334,6,1,330,0
14188,65,2054.36,31.605538461538462,1162,6,30,0
14189,265,4654.08,17.56256603773585,3937,15,1,0
14191,259,4684.76,18.08787644787645,3662,13,1,0
14193,42,853.39,20.318809523809524,445,2,67,0
14194,579,11349.52,19.601934369602763,5840,21,4,0
14195,5,375.20000000000005,75.04,80,2,201,0
14196,6,335.52,55.919999999999995,142,1,106,0
14198,39,701.4,17.984615384615385,290,4,17,0
14199,2,185.39999999999998,92.69999999999999,28,1,217,0
14201,37,747.44,20.20108108108108,590,7,59,0
14204,44,161.03,3.659772727272727,82,1,1,0
14205,24,466.7,19.445833333333333,204,2,16,0
14206,20,328.15999999999997,16.407999999999998,276,1,238,0
14208,10,151.74,15.174000000000001,114,1,94,0
14209,87,2073.43,23.83252873563218,691,6,10,0
14210,102,1905.8400000000001,18.684705882352944,760,6,105,0
14211,112,2241.1,20.009821428571428,1242,9,52,0
14212,8,832.88,104.11,1104,1,89,0
14214,67,1004.38,14.990746268656716,751,5,30,0
14215,108,1789.72,16.57148148148148,1358,6,11,0
14216,59,1839.3,31.17457627118644,594,4,2,0
14217,100,2004.98,20.0498,689,17,1,0
14218,12,169.48000000000002,14.123333333333335,160,1,42,0
14219,7,89.94,12.848571428571429,78,1,3,0
14220,21,632.4,30.114285714285714,272,2,246,0
14221,193,3432.8,17.78652849740933,2191,9,41,0
14222,41,683.17,16.662682926829266,607,1,176,0
14223,60,991.13,16.518833333333333,585,3,91,0
14224,118,1050.12,8.899322033898304,514,4,109,0
14226,66,2000.19,30.305909090909093,1148,5,28,0
14227,175,3350.96,19.148342857142858,1820,10,25,0
14229,40,1547.2,38.68,610,3,51,0
14231,50,925.71,18.514200000000002,409,3,183,0
14232,115,2048.07,17.80930434782609,1941,5,42,0
14233,34,1230.72,36.19764705882353,520,4,48,0
14234,159,775.46,4.877106918238994,963,4,21,0
14235,79,3144.86,39.80835443037975,1959,5,74,0
14236,15,490.86,32.724000000000004,310,2,80,0
14237,9,161.0,17.88888888888889,38,1,372,0
14238,8,146.85,18.35625,111,1,325,0
14239,112,2380.85,21.257589285714285,993,11,42,0
14240,42,890.34,21.19857142857143,418,2,29,0
14241,10,213.70000000000002,21.37,146,1,183,0
14242,16,280.55,17.534375,123,2,234,0
14243,141,2588.77,18.360070921985816,1221,10,8,0
14245,108,1693.45,15.680092592592594,976,2,219,0
14246,75,1474.06,19.654133333333334,804,3,110,0
14247,20,136.76999999999998,6.838499999999999,47,1,277,0
14248,7,98.58,14.082857142857142,78,1,317,0
14250,111,1904.05,17.153603603603603,1200,3,6,0
14251,78,2879.7000000000003,36.91923076923077,1674,5,1,0
14256,53,969.0600000000001,18.284150943396227,414,2,259,0
14257,105,2850.12,27.144,1442,5,63,0
14258,101,9690.0,95.94059405940594,5362,9,8,0
14259,5,120.0,24.0,68,1,141,0
14261,52,1163.45,22.37403846153846,406,2,50,0
14262,143,2618.23,18.3093006993007,1645,8,7,0
14264,17,333.97,19.64529411764706,70,2,154,0
14265,31,530.18,17.10258064516129,330,2,108,0
14267,55,1516.24,27.568,530,3,162,0
14270,29,492.65000000000003,16.98793103448276,197,1,331,0
14271,10,112.32,11.232,88,1,225,0
14272,33,437.96,13.271515151515151,599,2,73,0
14273,29,559.97,19.309310344827587,264,4,50,0
14276,64,1119.74,17.4959375,744,3,98,0
14277,225,4216.2,18.738666666666667,1984,3,14,0
14280,8,134.04,16.755,52,1,196,0
14282,156,3729.34,23.906025641025643,2668,15,2,0
14284,32,595.25,18.6015625,161,2,30,0
14285,27,1910.01,70.74111111111111,541,4,20,0
14286,280,4628.75,16.53125,4338,3,23,0
14287,9,176.63,19.625555555555554,261,3,7,0
14288,16,426.6,26.6625,188,1,212,0
14289,47,911.26,19.388510638297873,292,6,8,0
14290,101,2314.65,22.917326732673267,915,5,10,0
14291,237,3883.25,16.385021097046412,2749,11,1,0
14292,92,2733.53,29.712282608695656,1231,9,7,0
14293,61,1046.56,17.15672131147541,709,4,2,0
14295,5,166.20000000000002,33.24,84,1,39,0
14297,62,1305.33,21.053709677419352,865,4,17,0
14298,1633,49817.95,30.507011635027556,56970,42,7,1
14299,141,3376.42,23.946241134751773,2093,9,7,0
14300,3,43.2,14.4,32,1,18,0
14301,13,640.14,49.24153846153846,606,1,116,0
14304,17,383.45,22.555882352941175,139,1,222,0
14305,105,1858.96,17.70438095238095,1089,3,70,0
14306,32,1841.32,57.54125,955,2,50,0
14307,180,2995.72,16.642888888888887,2058,6,88,0
14309,117,2352.53,20.10709401709402,1633,9,7,0
14311,20,310.26,15.513,146,1,242,0
14312,87,1611.59,18.524022988505745,1012,6,46,0
14314,8,120.0,15.0,296,1,106,0
14315,101,2481.13,24.565643564356435,1021,6,44,0
14317,24,508.58000000000004,21.190833333333334,255,1,64,0
14320,31,477.79,15.412580645161292,325,2,206,0
14321,123,1530.75,12.445121951219512,2406,5,10,0
14323,36,605.0600000000001,16.807222222222222,350,2,114,0
14326,8,183.85,22.98125,103,1,241,0
14327,12,311.65,25.97083333333333,139,1,162,0
14329,259,5014.84,19.362316602316604,3095,7,16,0
14331,28,462.65999999999997,16.523571428571426,252,2,123,0
14332,26,866.31,33.31961538461538,481,3,22,0
14333,15,415.2,27.68,58,1,67,0
14334,162,2552.21,15.754382716049383,1731,8,16,0
14335,63,468.26,7.432698412698413,379,2,15,0
14336,90,1614.91,17.943444444444445,1759,4,16,0
14338,31,588.22,18.97483870967742,335,2,160,0
14339,14,309.52,22.108571428571427,168,1,242,0
14340,6,134.7,22.45,58,1,218,0
14341,129,2182.28,16.916899224806205,1403,8,44,0
14342,21,668.5600000000001,31.836190476190477,347,4,20,0
14344,71,889.9300000000001,12.534225352112676,477,8,126,0
14345,6,108.97999999999999,18.16333333333333,50,1,38,0
14346,60,1021.58,17.026333333333334,605,2,120,0
14348,18,409.57,22.753888888888888,183,1,259,0
14349,31,133.5,4.306451612903226,86,1,9,0
14350,18,282.93,15.718333333333334,183,1,273,0
14352,47,1078.96,22.95659574468085,538,4,156,0
14353,6,90.6,15.1,64,1,214,0
14354,9,163.62,18.18,210,2,5,0
14355,11,174.4,15.854545454545455,92,1,365,0
14356,33,701.23,21.24939393939394,277,2,79,0
14357,41,225.77,5.506585365853659,148,1,42,0
14359,55,912.18,16.58509090909091,371,3,18,0
14360,118,2128.23,18.035847457627117,1151,4,31,0
14362,41,161.2,3.9317073170731707,100,1,21,0
14364,68,3509.85,51.61544117647059,1917,8,108,0
14367,522,8842.72,16.94007662835249,4334,16,7,0
14368,8,155.0,19.375,36,1,319,0
14371,4,100.5,25.125,34,1,294,0
14373,4,76.55,19.1375,17,1,357,0
14375,75,257.68,3.4357333333333333,194,1,184,0
14377,11,617.05,56.095454545454544,219,2,190,0
14379,46,348.1,7.567391304347827,292,2,43,0
14381,56,202.68,3.619285714285714,146,1,51,0
14382,131,626.0699999999999,4.7791603053435106,1237,1,25,0
14383,59,1247.69,21.14728813559322,817,3,37,0
14385,14,202.11,14.436428571428573,159,3,8,0
14386,7,142.4,20.342857142857145,54,1,296,0
14387,140,1770.56,12.646857142857142,819,3,32,0
14388,186,3212.84,17.273333333333333,1941,8,9,0
14389,45,1043.46,23.188000000000002,729,2,64,0
14390,286,4652.82,16.268601398601398,2136,9,9,0
14393,5,67.95,13.59,13,1,217,0
14395,350,3507.71,10.02202857142857,1693,9,1,0
14396,73,487.99,6.684794520547945,225,2,64,0
14397,87,2612.96,30.034022988505747,1890,19,2,0
14400,25,574.7,22.988000000000003,454,1,148,0
14401,182,4051.48,22.26087912087912,4507,13,3,0
14403,18,1027.01,57.05611111111111,407,3,140,0
14404,103,1474.32,14.31378640776699,839,6,33,0
14406,8,156.75,19.59375,77,1,118,0
14407,71,1742.73,24.54549295774648,1315,6,106,0
14408,107,2606.53,24.360093457943925,1616,7,10,0
14409,53,1703.0500000000002,32.133018867924534,1158,6,70,0
14410,193,1105.07,5.725751295336787,571,9,91,0
14411,14,1063.0,75.92857142857143,196,1,310,0
14412,43,770.03,17.90767441860465,786,2,42,0
14413,23,122.7,5.334782608695653,68,1,361,0
14414,97,1496.98,15.432783505154639,2512,7,91,0
14415,590,5900.28,10.000474576271186,3011,13,0,0
14416,13,275.42,21.186153846153847,206,2,21,0
14418,124,1937.25,15.622983870967742,1711,3,3,0
14419,206,1058.06,5.13621359223301,487,6,10,0
14420,29,387.52,13.362758620689654,334,1,98,0
14421,27,813.11,30.115185185185187,365,2,56,0
14422,222,4263.64,19.205585585585588,2906,6,0,0
14423,3,265.2,88.39999999999999,120,1,217,0
14426,223,4229.67,18.96713004484305,2579,10,23,0
14427,17,363.34000000000003,21.37294117647059,228,2,49,0
14428,144,1244.83,8.644652777777777,436,5,6,0
14431,17,470.36,27.668235294117647,130,1,302,0
14432,382,2255.51,5.904476439790576,2070,6,9,0
14434,12,1372.8,114.39999999999999,368,6,21,0
14436,9,89.06,9.895555555555555,129,1,98,0
14437,5,63.0,12.6,60,1,365,0
14438,9,131.9,14.655555555555557,82,1,305,0
14439,32,2661.24,83.16375,526,1,319,0
14440,55,2357.6800000000003,42.8669090909091,588,5,7,0
14441,51,1712.89,33.58607843137255,446,4,0,0
14442,63,1589.82,25.235238095238095,482,2,204,0
14443,93,1420.2,15.270967741935484,938,4,53,0
14446,293,1039.58,3.548054607508532,933,4,0,0
14447,70,1163.23,16.617571428571427,571,5,18,0
14448,19,137.75,7.25,56,2,8,0
14449,258,907.1,3.5158914728682173,757,4,18,0
14450,40,483.25,12.08125,241,3,180,0
14451,109,662.59,6.078807339449542,389,2,59,0
14452,62,264.44,4.26516129032258,119,2,10,0
14453,22,119.93,5.451363636363637,49,1,189,0
14456,970,3062.4,3.1571134020618556,2908,9,4,0
14457,4,113.64,28.41,88,1,310,0
14459,37,1837.92,49.67351351351351,760,1,154,0
14460,16,434.34,27.14625,881,3,109,0
14461,180,2103.06,11.683666666666666,766,3,147,0
14462,240,2004.02,8.350083333333334,964,11,65,0
14463,6,529.62,88.27,179,3,97,0
14465,130,1058.6200000000001,8.14323076923077,405,3,246,0
14466,72,2272.4,31.561111111111114,1006,7,28,0
14467,90,598.76,6.652888888888889,278,4,17,0
14470,43,461.19,10.725348837209303,193,2,11,0
14472,281,1936.84,6.892669039145908,1160,8,103,0
14473,7,234.34000000000003,33.47714285714286,88,2,73,0
14474,29,547.66,18.884827586206896,140,1,45,0
14475,42,925.85,22.04404761904762,447,3,71,0
14476,19,215.7,11.352631578947367,132,1,256,0
14477,10,1309.6,130.95999999999998,720,4,19,0
14479,18,316.25,17.569444444444443,117,2,253,0
14480,13,279.05,21.465384615384615,143,1,10,0
14481,30,636.51,21.217,489,2,164,0
14482,144,2068.15,14.362152777777778,1646,6,17,0
14483,9,137.1,15.233333333333333,97,1,281,0
14484,14,321.92,22.994285714285716,210,1,49,0
14485,47,165.75,3.526595744680851,71,1,38,0
14487,144,1196.33,8.307847222222222,735,6,26,0
14488,46,1064.28,23.136521739130433,799,1,67,0
14489,30,463.38,15.446,299,1,206,0
14491,17,340.93,20.05470588235294,139,2,174,0
14493,120,2383.2400000000002,19.860333333333337,1285,5,6,0
14494,7,139.56,19.937142857142856,92,1,25,0
14495,6,123.8,20.633333333333333,62,2,50,0
